FLOW serial number,FLOW source,FLOW destination,FLOW duration,FLOW packet count,FLOW bytes count,FLOW TX time difference median,FLOW TX time difference variance,FLOW packet length median,FLOW packet length variance,FLOW to router or broadcast,FLOW answer count,FLOW answer length median,FLOW answer length variance,FLOW response time median,FLOW response time variance,FLOW label
90.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.973676,38,10868,0.026316,8.2569758948134E-11,286,0,1,37,342,0,0.008042,6.6248100219138E-07,0
37.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.977783,45,1890,0.0222225,4.39974173553726E-11,42,0,1,44,42,0,0.0008775,3.90346966942149E-07,0
28.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.967733,31,8866,0.032258,1.20445555555559E-10,286,0,1,30,342,0,0.008011,1.20022624E-06,0
56.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.978739,47,1974,0.021276,1.66696597353484E-11,42,0,1,46,42,0,0.0008845,6.16151654536862E-07,0
10.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.97368,38,10868,0.026316,9.71380569758976E-11,286,0,1,37,342,0,0.008004,4.749855541271E-06,0
39.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.928573,14,588,0.07143,2.77905325443741E-10,42,0,1,13,42,0,0.004022,1.13007178698225E-06,0
97.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0,1,286,0,0,286,0,1,1,342,0,0.01116,0,1
89.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.999993,50,2100,0.020408,4.56526447313627E-11,42,0,1,49,42,0,0.000886,1.69864223740108E-06,0
49.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.962957,27,7722,0.0370365,3.5924556213011E-11,286,0,1,26,342,0,0.0080005,4.64566534023669E-07,0
64.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.95455,22,6292,0.045459,1.98276643990923E-10,286,0,1,21,342,0,0.011022,9.48111665759637E-06,0
52.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.99997,24,1008,0.043478,6.56937618147463E-11,42,0,1,23,42,0,0.003932,1.08489511909263E-06,0
30.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.979592,49,2058,0.020408,1.08055555555564E-11,42,0,1,48,42,0,0.000882,9.40458534722222E-07,0
77.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.900004,19,798,0.05,1.30283950617289E-10,42,0,1,19,42,0,0.004012,1.94454831578947E-06,0
96.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.966665,30,1260,0.033335,1.12406658739583E-10,42,0,1,29,42,0,0.052606,0.011466972504419,1
96.2,b8:27:eb:f9:00:d6,ff:ff:ff:ff:ff:ff,0.997004,440,18480,0.00176,1.3832626200933E-05,42,0,1,0,0,0,0,0,1
44.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.964283,28,8008,0.035716,4.94101508916374E-11,286,0,1,27,342,0,0.008029,1.37137546776406E-06,0
15.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.972225,36,10296,0.027779,4.57795918367332E-11,286,0,1,35,342,0,0.007992,1.08263636408163E-06,0
11.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.978725,47,1974,0.0212775,1.42329867674858E-11,42,0,1,46,42,0,0.0008685,3.1543697731569E-07,0
25.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.999995,11,462,0.099998,1.43449999999997E-10,42,0,1,10,42,0,0.003987,1.6062041E-07,0
44.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.928579,27,7722,0.035714,1.21705621301764E-10,286,0,1,27,342,0,0.008285,4.71104858710563E-07,0
64.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.954569,22,6292,0.045452,3.60793650793629E-10,286,0,1,21,342,0,0.011022,3.09012995011338E-06,0
76.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.973686,38,10868,0.026316,6.80818115412722E-11,286,0,1,37,342,0,0.008025,1.08206687538349E-05,0
10.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.973677,38,10868,0.026315,1.61869978086197E-11,286,0,1,37,342,0,0.00799,5.59165261504748E-06,0
63.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.833337,6,1716,0.166668,2.62399999999503E-11,286,0,1,6,342,0,0.0111515,8.23397805555556E-07,0
34.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.888886,9,378,0.111109,2.53187500000029E-10,42,0,1,8,42,0,0.003945,9.51122609375E-07,0
48.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.94874,38,10868,0.025641,2.41811541271004E-11,286,0,1,38,342,0,0.0080085,1.48127706371191E-05,0
65.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.979581,49,14014,0.020408,2.91835937500021E-11,286,0,1,48,342,0,0.008022,7.63265456597222E-07,0
93.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.900007,10,2860,0.099998,1.41061728395035E-10,286,0,1,10,342,0,0.0112435,8.5220589E-07,1
71.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.970581,34,9724,0.029413,7.66115702479335E-11,286,0,1,33,342,0,0.008012,1.18510800734619E-06,0
1.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.976187,42,1764,0.02381,5.8148720999406E-11,42,0,1,41,42,0,0.000882,9.97819048185604E-07,0
57.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.874996,8,2288,0.125,4.16734693877756E-11,286,0,1,8,342,0,0.0110935,8.03699359375E-07,0
45.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.833354,6,1716,0.166671,1.04959999999972E-10,286,0,1,6,342,0,0.011102,1.80911591666667E-06,0
77.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.949981,20,840,0.05,1.9294736842107E-10,42,0,1,19,42,0,0.003996,8.82840554016621E-07,0
90.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.973671,38,10868,0.026315,1.91975164353542E-10,286,0,1,38,342,0,0.008157,1.08843498614958E-06,0
2.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.916658,12,504,0.083335,7.11570247933658E-11,42,0,1,11,42,0,0.003982,3.39198181818182E-08,0
67.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.979167,48,13728,0.020833,8.03096423721143E-11,286,0,1,47,342,0,0.008036,1.44956331733816E-06,0
22.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.978704,47,13442,0.021277,6.60567107750477E-11,286,0,1,46,342,0,0.0080275,1.58251556143667E-06,0
17.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.968751,32,1344,0.031251,1.18095733610818E-10,42,0,1,31,42,0,0.000861,2.95051675754423E-06,0
5.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.97561,41,1722,0.024391,5.03874999999995E-11,42,0,1,38,42,0,0.0016775,0.000818044025576,0
99.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.899971,10,420,0.1,1.34172839506219E-10,42,0,1,9,42,0,0.004006,2.07363555555556E-07,1
64.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.909054,21,6006,0.045453,2.56709999999997E-10,286,0,1,21,342,0,0.011032,2.0062120861678E-06,0
45.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.666656,5,1430,0.166667,8.15000000000381E-11,286,0,1,5,342,0,0.011083,8.2475016E-07,0
98.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.966663,30,1260,0.033333,6.11296076099918E-11,42,0,1,30,42,0,0.0023195,1.60958051555556E-06,1
73.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.977777,45,1890,0.022222,1.07435433884302E-10,42,0,1,44,42,0,0.000872,4.72501159090909E-07,0
18.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.999983,6,252,0.199989,2.37440000000066E-10,42,0,1,5,42,0,0.003985,5.819624E-07,0
81.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.949993,20,5720,0.050003,2.41074792243758E-10,286,0,1,19,342,0,0.011117,1.33878035457064E-06,0
50.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.975616,41,1722,0.02439,8.69899999999994E-11,42,0,1,40,42,0,0.000862,4.66032149375E-07,0
49.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.925948,26,7436,0.037039,4.4473599999991E-11,286,0,1,26,342,0,0.008089,7.34608036982249E-07,0
41.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.800022,5,210,0.199987,4.23225000000063E-09,42,0,1,5,42,0,0.004149,7.8066504E-07,0
84.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.978238,46,13156,0.02174,1.67479506172841E-10,286,0,1,45,342,0,0.008031,7.94098362469136E-07,0
8.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.973671,38,10868,0.026315,1.50562454346263E-11,286,0,1,37,342,0,0.008004,1.91478894667641E-06,0
42.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.977784,45,12870,0.022222,1.65041322314041E-11,286,0,1,44,342,0,0.008027,5.93729840392562E-07,0
86.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.666681,3,126,0.3333405,6.24999999994311E-12,42,0,1,3,42,0,0.004088,6.41555555555547E-10,0
73.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.977774,45,1890,0.022222,4.50723140495875E-11,42,0,1,44,42,0,0.000903,2.48278867768595E-07,0
68.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.971429,35,1470,0.0285715,1.46364186851215E-10,42,0,1,34,42,0,0.000908,6.81384266435986E-07,0
5.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.951219,40,1680,0.02439,4.61775147929013E-11,42,0,1,40,42,0,0.0008845,6.3616966E-07,0
42.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.977786,45,12870,0.0222225,3.67871900826453E-11,286,0,1,44,342,0,0.0080295,7.14104782541322E-07,0
86.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.666673,3,126,0.3333365,2.25000000004613E-12,42,0,1,3,42,0,0.004204,1.00357555555555E-07,0
20.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.666665,5,1430,0.166667,4.9187499999911E-11,286,0,1,5,342,0,0.011222,3.36952000000001E-08,0
45.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.833333,6,1716,0.166668,1.37440000000022E-10,286,0,1,6,342,0,0.0113715,2.70355555555555E-09,0
56.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.978736,47,1974,0.021276,6.02438563327036E-11,42,0,1,46,42,0,0.000886,6.51972519848771E-07,0
45.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.833297,6,1716,0.166657,7.22400000000046E-11,286,0,1,6,342,0,0.011116,8.04007472222222E-07,0
36.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.979167,48,2016,0.020833,3.64798551380724E-11,42,0,1,47,42,0,0.000854,2.97387814395654E-07,0
84.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.978261,46,13156,0.021739,7.4560000000001E-11,286,0,1,45,342,0,0.008029,8.01275448888889E-07,0
54.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.976192,42,12012,0.02381,6.37584770969688E-11,286,0,1,41,342,0,0.00802,4.10753299464604E-06,0
5.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.975614,41,1722,0.02439,1.62775000000007E-11,42,0,1,40,42,0,0.0008845,2.9506119E-07,0
82.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.928565,14,588,0.071426,1.5807100591711E-10,42,0,1,13,42,0,0.004012,4.71409940828402E-08,0
45.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.833314,6,1716,0.166668,7.49600000000478E-11,286,0,1,6,342,0,0.0110675,8.25245555555557E-08,0
18.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.800017,5,210,0.2000075,6.06874999999375E-11,42,0,1,5,42,0,0.004047,9.41335999999996E-09,0
49.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.962961,27,7722,0.037036,6.64215976331365E-11,286,0,1,26,342,0,0.0080125,8.98890427514793E-07,0
95.2,b8:27:eb:f9:00:d6,ff:ff:ff:ff:ff:ff,0.997312,463,19446,0.001762,4.56570599104215E-06,42,0,1,0,0,0,0,0,1
95.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.666662,3,858,0.333331,4.9000000000098E-11,286,0,1,3,342,0,0.095954,0.002311707528667,1
4.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.97223,36,10296,0.027778,1.17314285714292E-10,286,0,1,35,342,0,0.008051,2.83698213191837E-05,0
85.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.944445,18,5148,0.055557,5.91833910034632E-11,286,0,1,17,342,0,0.011098,8.53919674740485E-07,0
20.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.833299,6,1716,0.166659,6.89600000000025E-11,286,0,1,5,342,0,0.011107,3.60293599999999E-08,0
18.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.800021,5,210,0.2000075,7.71874999999566E-11,42,0,1,5,42,0,0.003986,0.00052670431424,0
66.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.952379,21,6006,0.047616,1.1814749999999E-10,286,0,1,20,342,0,0.011075,2.53607761E-06,0
80.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.857145,13,546,0.0714305,3.36854166666688E-10,42,0,1,13,42,0,0.003944,3.00310023668639E-07,0
58.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.95832,24,1008,0.041672,4.63470699432875E-10,42,0,1,23,42,0,0.003907,1.56555960680529E-06,0
89.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.979595,49,2058,0.020408,1.07843315972228E-10,42,0,1,48,42,0,0.0008985,2.92661633984375E-06,0
2.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.91667,12,504,0.083334,1.78413223140472E-10,42,0,1,11,42,0,0.003998,1.58736247933884E-07,0
6.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.952383,21,6006,0.047622,1.59027499999983E-10,286,0,1,20,342,0,0.034792,0.00106702088396,0
83.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.947368,19,798,0.052634,2.60802469135808E-10,42,0,1,18,42,0,0.004115,9.07844834876544E-06,0
34.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.888895,9,378,0.1111135,2.17109374999955E-10,42,0,1,8,42,0,0.0040085,2.738732984375E-06,0
57.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.750009,7,2002,0.1249995,6.95833333332898E-11,286,0,1,7,342,0,0.011082,6.60096857142857E-07,0
95.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.666681,3,858,0.3333405,1.22499999999274E-11,286,0,1,3,342,0,0.011162,3.40666666666652E-10,1
24.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.944461,18,5148,0.055559,9.38961937716223E-11,286,0,1,17,342,0,0.011058,5.4490492733564E-07,0
86.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.666652,3,126,0.333326,4.000000000008E-12,42,0,1,3,42,0,0.004153,1.10155555555556E-09,0
21.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.999965,13,546,0.0833345,1.52743055555547E-10,42,0,1,12,42,0,0.0039865,1.31224305555555E-09,0
7.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.950021,20,5720,0.050002,7.48310249307386E-11,286,0,1,19,342,0,0.01104,4.92946905817175E-06,0
93.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.900045,10,2860,0.100006,3.52222222222254E-10,286,0,1,10,342,0,0.011135,7.82075999999995E-09,1
26.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.750002,4,1144,0.250003,6.28888888888173E-11,286,0,1,4,342,0,0.0122375,1.66138025E-06,0
10.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.973662,38,10868,0.026317,1.25342585829075E-10,286,0,1,37,342,0,0.008003,1.57981911468225E-06,0
94.2,b8:27:eb:f9:00:d6,ff:ff:ff:ff:ff:ff,0.992489,161,46046,0.0056675,2.19303430308594E-06,286,0,1,0,0,0,0,0,1
86.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.666683,3,126,0.3333415,6.24999999994311E-12,42,0,1,3,42,0,0.00408,4.88222222222222E-10,0
73.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.977778,45,1890,0.022222,5.69938016528901E-11,42,0,1,44,42,0,0.0008915,1.99154436105372E-06,0
40.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.975005,40,1680,0.025,1.71496383957912E-10,42,0,1,39,42,0,0.000883,4.12300536489152E-07,0
91.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.799991,5,1430,0.1999975,8.61874999999157E-11,286,0,1,5,342,0,0.00792,2.54783999999997E-09,1
75.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.949996,20,5720,0.050002,1.23113573407211E-10,286,0,1,19,342,0,0.011034,1.7049471634349E-06,0
81.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.949991,20,5720,0.049999,9.25650969529062E-11,286,0,1,19,342,0,0.01108,2.81397094736842E-06,0
85.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.944409,18,5148,0.055553,1.07778546712794E-10,286,0,1,17,342,0,0.011079,8.60982408304498E-07,0
68.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.942851,34,1428,0.028572,1.99412304866844E-11,42,0,1,34,42,0,0.000905,1.69230054757785E-06,0
96.2,b8:27:eb:f9:00:d6,ff:ff:ff:ff:ff:ff,0.137078,70,2940,0.001759,4.21865680319261E-07,42,0,1,0,0,0,0,0,1
95.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.666667,3,858,0.3333335,2.24999999996287E-12,286,0,1,2,342,0,0.0311855,0.00040186216225,1
95.2,b8:27:eb:f9:00:d6,ff:ff:ff:ff:ff:ff,0.81344,401,16842,0.001766,6.87638645E-07,42,0,1,0,0,0,0,0,1
97.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0,1,286,0,0,286,0,1,1,342,0,0.01123,0,1
46.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.97225,36,1512,0.027779,9.25877551020438E-11,42,0,1,35,42,0,0.000894,1.49642173061225E-06,0
65.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.979595,49,14014,0.0204085,4.79683159722203E-11,286,0,1,48,342,0,0.0080455,2.58075310099826E-05,0
61.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.874974,8,336,0.124997,4.89632653061167E-10,42,0,1,8,42,0,0.0042175,4.402344734375E-06,0
47.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.952384,41,11726,0.02381,4.61400000000006E-11,286,0,1,41,342,0,0.008017,1.7574460856633E-05,0
36.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.999921,49,2058,0.0208335,7.47565104166665E-11,42,0,1,48,42,0,0.000889,2.34108739149305E-07,0
99.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.999985,11,462,0.100001,2.70449999999972E-10,42,0,1,10,42,0,0.0039875,1.13802449E-06,1
23.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.965519,29,8294,0.034484,1.4321811224491E-10,286,0,1,28,342,0,0.008014,1.29093525510204E-07,0
70.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0,1,42,0,0,42,0,1,1,42,0,0.004232,0,0
52.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.956517,23,966,0.04348,1.09588842975207E-10,42,0,1,22,42,0,0.0039345,9.62073561983471E-07,0
8.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.973682,38,10868,0.026315,1.90080350620873E-11,286,0,1,37,342,0,0.008006,1.12386625858291E-06,0
91.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.800006,5,1430,0.199996,2.28750000000118E-10,286,0,1,5,342,0,0.008031,3.545656E-08,1
94.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.888889,9,2574,0.1111125,1.66609375000018E-10,286,0,1,9,342,0,0.011049,3.20765432098762E-09,1
94.2,b8:27:eb:f9:00:d6,ff:ff:ff:ff:ff:ff,0.559307,86,24596,0.005678,6.91185539321799E-06,286,0,1,0,0,0,0,0,1
94.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.888919,9,2574,0.111116,5.48593750000213E-11,286,0,1,9,342,0,0.061258,0.0228714360525,1
70.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0,1,42,0,0,42,0,1,1,42,0,0.004178,0,0
1.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.97616,42,1764,0.02381,3.16347412254598E-11,42,0,1,41,42,0,0.000909,1.4400726281975E-06,0
93.2,b8:27:eb:f9:00:d6,ff:ff:ff:ff:ff:ff,0.992217,153,43758,0.005669,6.17337473021988E-06,286,0,1,0,0,0,0,0,1
93.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.900022,10,2860,0.099999,1.16024691358019E-10,286,0,1,6,342,0,0.2390965,0.005919221945688,1
49.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.962959,27,7722,0.0370365,3.98713017751439E-11,286,0,1,26,342,0,0.0080195,4.14079615384615E-07,0
71.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.9706,34,9724,0.029411,8.38034894398519E-11,286,0,1,33,342,0,0.008009,2.02499560220386E-05,0
52.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.913047,22,924,0.043478,9.89115646258597E-11,42,0,1,22,42,0,0.0039405,1.24569424173554E-06,0
45.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.833305,6,1716,0.166659,4.2000000000084E-11,286,0,1,6,342,0,0.0111065,4.49162472222222E-07,0
19.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.961539,26,7436,0.038462,1.48246400000003E-10,286,0,1,25,342,0,0.008058,2.48734408E-06,0
10.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.973685,38,10868,0.026316,8.43155588020481E-11,286,0,1,37,342,0,0.008003,8.95830826296567E-06,0
18.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.800027,5,210,0.200009,1.18187500000004E-10,42,0,1,5,42,0,0.004055,2.79736000000001E-09,0
22.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.978732,47,13442,0.0212775,3.99527410207929E-11,286,0,1,46,342,0,0.0080305,6.15133648062382E-06,0
86.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.666674,3,126,0.333337,6.4000000000128E-11,42,0,1,3,42,0,0.004064,2.77088888888892E-09,0
53.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.978724,47,1974,0.021277,4.20207939508484E-11,42,0,1,46,42,0,0.000865,1.08975461862004E-06,0
96.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.966665,30,1260,0.033334,2.62130796670606E-10,42,0,1,30,42,0,0.000896,0.000276461639779,1
18.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.799985,5,210,0.1999975,3.96874999999857E-11,42,0,1,5,42,0,0.004008,3.3594904E-07,0
18.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.800009,5,210,0.2000005,3.61874999999371E-11,42,0,1,5,42,0,0.004018,2.69656E-09,0
79.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.972219,36,10296,0.027777,1.07129795918365E-10,286,0,1,35,342,0,0.007991,1.01752454726531E-05,0
10.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.973702,38,10868,0.026316,3.48999269539819E-11,286,0,1,37,342,0,0.008025,5.27053364061359E-06,0
78.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.977778,45,1890,0.022222,2.1440289256198E-10,42,0,1,44,42,0,0.000876,6.58217117252066E-07,0
63.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.83333,6,1716,0.166666,1.71999999999678E-11,286,0,1,6,342,0,0.011152,3.16264855555556E-06,0
57.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.874988,8,2288,0.125,1.87632653061337E-10,286,0,1,8,342,0,0.0111285,4.49729859375E-07,0
96.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.966706,30,1260,0.033334,1.26696789536265E-10,42,0,1,24,42,0,0.0608385,0.0033329230225,1
96.2,b8:27:eb:f9:00:d6,ff:ff:ff:ff:ff:ff,0.915609,446,18732,0.00176,1.17380812631738E-06,42,0,1,0,0,0,0,0,1
21.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.999956,13,546,0.08333,1.3138888888891E-10,42,0,1,12,42,0,0.0039465,5.58866576388889E-07,0
37.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.977783,45,1890,0.022222,1.0633780991735E-11,42,0,1,44,42,0,0.0008655,6.74814271694215E-08,0
76.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.973696,38,10868,0.026316,9.83666910153392E-11,286,0,1,37,342,0,0.008014,1.3946974623813E-06,0
74.1,b8:27:eb:f7:fc:f5,ff:ff:ff:ff:ff:ff,0.909115,11,462,0.090913,2.14050000000019E-10,42,0,1,11,42,0,0.003999,1.42760330578513E-09,0
