FLOW serial number,FLOW source,FLOW destination,FLOW duration,FLOW packet count,FLOW bytes count,FLOW TX time difference median,FLOW TX time difference variance,FLOW packet length median,FLOW packet length variance,FLOW to router or broadcast,FLOW response time median,FLOW response time variance,FLOW response time average,FLOW response time min,FLOW response time max,FLOW label
9.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.164885,50,5100,0.003036,7.75686612244898E-07,102,0,1,0.0018525,0.000603848541054,0.002258942307692,-0.123376,0.127055,0
33.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.194561,50,5100,0.003224,3.13520745689296E-06,102,0,1,0.001905,3.11216788754686E-06,0.002783897959184,0.001502,0.010733,0
100.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.284652,50,5100,0.004953,1.06788512761349E-05,102,0,1,0.0020335,8.9230023696E-06,0.00303452,0.001754,0.017975,1
69.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.159831,50,5100,0.003013,5.43338040816326E-07,102,0,1,0.001824,4.468386596E-07,0.00206002,0.001644,0.00508,0
63.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.179921,50,5100,0.003081,1.46027983673469E-06,102,0,1,0.0018415,1.3692045396E-06,0.00249402,0.001747,0.006291,0
46.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.22368,50,5100,0.004034,2.44293115285298E-06,102,0,1,0.001952,1.26416325E-06,0.0025461,0.001514,0.006182,0
29.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.169631,50,5100,0.003007,1.25619991836735E-06,102,0,1,0.001841,1.21109360766347E-06,0.002324673469388,0.001648,0.007758,0
87.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.166054,50,5100,0.002947,1.2309786122449E-06,102,0,1,0.001833,1.24213841899209E-06,0.002260775510204,0.001661,0.007503,0
90.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.168374,50,5100,0.002939,1.4550848971262E-06,102,0,1,0.0018305,1.3260442436E-06,0.00234342,0.001505,0.007346,0
24.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.074765,22,2244,0.003024,1.11862265759637E-06,102,0,1,0.001845,1.14551866666667E-06,0.002419,0.001743,0.005282,0
87.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.164426,50,5100,0.002982,8.51307252811329E-07,102,0,1,0.001831,8.46077888379842E-07,0.002234775510204,0.001698,0.005354,0
45.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.169114,50,5100,0.002972,1.22241453894211E-06,102,0,1,0.001816,1.16570738442316E-06,0.002310591836735,0.001654,0.007489,0
20.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.174435,50,5100,0.002982,1.73602054060808E-06,102,0,1,0.001832,2.1444592544E-06,0.00256116,0.001671,0.008639,0
67.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.179406,50,5100,0.003003,2.15773026738859E-06,102,0,1,0.001836,2.13430081882549E-06,0.002521448979592,0.001723,0.009872,0
97.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.17743,50,5100,0.002976,1.70358010162432E-06,102,0,1,0.0017975,1.7380912544E-06,0.00248316,0.00161,0.007679,1
78.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.172202,50,5100,0.003024,1.19008148521449E-06,102,0,1,0.001829,1.1628408656E-06,0.00233612,0.001681,0.006373,0
54.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.176462,50,5100,0.003011,1.24763035818409E-06,102,0,1,0.00187,1.21279857142857E-06,0.002460142857143,0.001741,0.005421,0
90.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.21766,50,5100,0.003649,3.76324575343607E-06,102,0,1,0.001838,2.45926505E-06,0.0025851,0.00157,0.008418,0
75.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.171313,50,5100,0.002994,1.16230651728447E-06,102,0,1,0.001857,1.0118852404E-06,0.00233786,0.001754,0.00593,0
90.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.073163,21,2142,0.0030615,2.5231608275E-06,102,0,1,0.0018385,2.50700754E-06,0.0024394,0.001734,0.008499,0
66.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.099116,29,2958,0.0031435,7.56829979591836E-07,102,0,1,0.001877,1.00517351010702E-06,0.002381275862069,0.00168,0.005149,0
98.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.296881,50,5100,0.004955,9.27312742773844E-06,102,0,1,0.002098,8.60971992919617E-06,0.003483224489796,0.00175,0.019572,1
61.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.165656,50,5100,0.002983,8.27603133694294E-07,102,0,1,0.001837,8.39073355268638E-07,0.002265306122449,0.001685,0.00563,0
88.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.175427,50,5100,0.002986,2.00833204081633E-06,102,0,1,0.001836,2.4979224624E-06,0.00260024,0.001712,0.008529,0
98.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.489288,50,5100,0.005984,0.000451922578576,102,0,1,0.003721,0.000438169408944,0.00776034,0.001605,0.150908,1
1.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.171912,50,5100,0.003023,1.31247742523948E-06,102,0,1,0.001866,1.34382120366514E-06,0.002394020408163,0.001734,0.00798,0
90.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.186287,50,5100,0.00303,3.20336723531862E-06,102,0,1,0.001847,3.20033102040816E-06,0.002674857142857,0.001683,0.012277,0
88.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.202343,50,5100,0.003276,4.39059567596835E-06,102,0,1,0.00187,1.9103224544E-06,0.00251916,0.001755,0.008122,0
36.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.210619,50,5100,0.003756,2.05324732861308E-06,102,0,1,0.001879,1.0262312356E-06,0.00239538,0.00178,0.006636,0
66.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.204642,49,4998,0.003009,8.045329109375E-06,102,0,1,0.001848,8.05141210373264E-06,0.003117645833333,0.00151,0.015262,0
61.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.172519,50,5100,0.00294,1.18355036651395E-06,102,0,1,0.001833,1.17629524114952E-06,0.00239806122449,0.001623,0.0059,0
81.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.174003,50,5100,0.002984,1.87185489129529E-06,102,0,1,0.001858,1.85164764348188E-06,0.002406775510204,0.001803,0.010053,0
47.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.149445,44,4488,0.003017,9.48480016224987E-07,102,0,1,0.001838,9.27735406165495E-07,0.002327581395349,0.001721,0.005521,0
68.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.177279,50,5100,0.00299,1.45958944523115E-06,102,0,1,0.0018265,1.3666780596E-06,0.00239702,0.001675,0.005624,0
81.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.187384,50,5100,0.003152,2.47022597334444E-06,102,0,1,0.001873,2.34962244564765E-06,0.002643408163265,0.001733,0.008656,0
60.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.176185,50,5100,0.003019,2.13706693127863E-06,102,0,1,0.001853,2.12045175510204E-06,0.002446714285714,0.001727,0.01091,0
67.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.174576,50,5100,0.002966,1.72618119450229E-06,102,0,1,0.001831,1.61432038400666E-06,0.00239106122449,0.001661,0.007077,0
85.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.150873,42,4284,0.003029,1.71500838548483E-06,102,0,1,0.001843,1.74352881856038E-06,0.002487756097561,0.001738,0.007534,0
36.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.103977,31,3162,0.002993,1.97177562333333E-06,102,0,1,0.0018435,1.82131534333333E-06,0.0023183,0.001703,0.008726,0
44.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.177283,50,5100,0.00302,1.66549038733861E-06,102,0,1,0.001852,1.55062096E-06,0.002453,0.001737,0.007855,0
75.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.166027,50,5100,0.002994,4.62764334860475E-07,102,0,1,0.001868,4.70709234485631E-07,0.002273102040816,0.001778,0.004205,0
39.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.099657,29,2958,0.0030215,1.1102810752551E-06,102,0,1,0.001849,1.12256450382653E-06,0.002460321428571,0.001653,0.005418,0
99.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.286313,50,5100,0.003924,3.74240670462307E-05,102,0,1,0.001966,3.55679191120367E-05,0.004248897959184,0.001719,0.039253,1
67.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.180044,50,5100,0.003035,1.31688272219908E-06,102,0,1,0.001853,1.2624575424E-06,0.00251424,0.001742,0.006057,0
35.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.131326,39,3978,0.0029425,1.10311420775623E-06,102,0,1,0.001835,1.09475376246537E-06,0.002354026315789,0.001725,0.006228,0
14.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.170608,50,5100,0.002941,1.60743024406497E-06,102,0,1,0.001835,1.5845718004E-06,0.00236386,0.001684,0.006827,0
1.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.179679,50,5100,0.003084,1.74355056476468E-06,102,0,1,0.001837,1.6456676059975E-06,0.002520163265306,0.001667,0.008213,0
71.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.137444,36,3672,0.003565,1.12163997061225E-06,102,0,1,0.001845,7.65405939591837E-07,0.002300342857143,0.001683,0.005073,0
56.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.124664,34,3468,0.002977,3.64544184756658E-06,102,0,1,0.001849,3.63857006244261E-06,0.002670575757576,0.001738,0.009865,0
69.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.024114,8,816,0.003319,7.35949795918367E-08,102,0,1,0.001824,7.42949795918367E-08,0.001962857142857,0.001794,0.002584,0
42.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.145571,44,4488,0.002963,1.40859730340725E-06,102,0,1,0.001841,1.41840050838291E-06,0.002227837209302,0.001676,0.008468,0
62.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.169579,50,5100,0.002955,1.16655497875885E-06,102,0,1,0.001848,1.1375217517701E-06,0.002366408163265,0.001737,0.006873,0
93.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.370682,50,5100,0.004679,7.23934433635985E-05,102,0,1,0.003042,6.86375469146189E-05,0.00543306122449,0.001599,0.053094,1
64.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.1905,46,4692,0.004234,1.73527666666667E-06,102,0,1,0.001893,1.11047130666667E-06,0.002449066666667,0.001676,0.005835,0
43.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.167606,50,5100,0.003007,7.19576575593503E-07,102,0,1,0.0018555,7.346010624E-07,0.00227876,0.001731,0.004971,0
18.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.179518,50,5100,0.003004,1.85120084464806E-06,102,0,1,0.001853,1.68715111037068E-06,0.002522306122449,0.001743,0.006022,0
74.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.103446,30,3060,0.002994,8.32276506539833E-07,102,0,1,0.001846,8.45205269916766E-07,0.002442379310345,0.001777,0.004669,0
20.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.163144,50,5100,0.002979,6.97242085797584E-07,102,0,1,0.001802,6.377760804E-07,0.00218914,0.001704,0.00495,0
98.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.297759,50,5100,0.004525,1.39586092653061E-05,102,0,1,0.003369,1.40494248979592E-05,0.004883142857143,0.001738,0.018737,1
62.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.163026,50,5100,0.002982,4.63491975843399E-07,102,0,1,0.001849,4.625645272803E-07,0.002201408163265,0.001757,0.00534,0
67.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.177627,50,5100,0.003158,1.07886828404831E-06,102,0,1,0.001967,1.06636522115785E-06,0.002499591836735,0.001815,0.005348,0
30.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.177228,50,5100,0.003034,1.44356882632237E-06,102,0,1,0.00188,1.3465916676E-06,0.00247582,0.001659,0.006516,0
12.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.090073,27,2754,0.0030375,6.55008457100592E-07,102,0,1,0.0018365,7.16225575443787E-07,0.002316961538462,0.001685,0.005234,0
30.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.274458,16,1587,0.003427,0.002264044230293,102,56.90234375,1,0.00182,2.36129109333333E-06,0.0026942,0.001527,0.006098,0
15.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.172639,50,5100,0.003018,1.01365945022907E-06,102,0,1,0.0018475,8.472086356E-07,0.00236138,0.001727,0.005155,0
81.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.125278,37,3774,0.003,1.06537466358025E-06,102,0,1,0.001836,1.04487197370343E-06,0.002340837837838,0.001766,0.005635,0
91.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.326665,50,5100,0.005902,1.03570271711787E-05,102,0,1,0.004837,1.10404021324448E-05,0.005104897959184,0.001838,0.017442,1
81.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.118977,35,3570,0.00294,3.69925810121107E-06,102,0,1,0.001797,3.61268930285714E-06,0.0023612,0.001727,0.013065,0
9.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.197643,50,5100,0.003056,5.37719077967513E-06,102,0,1,0.001939,5.31812354185756E-06,0.002933265306122,0.00171,0.016806,0
93.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.401352,50,5100,0.005367,9.88903204081633E-05,102,0,1,0.002194,0.000100458365596,0.005763530612245,0.001807,0.051514,1
57.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.166164,50,5100,0.002972,8.587784181591E-07,102,0,1,0.001837,7.3168127030404E-07,0.002228510204082,0.001699,0.005059,0
88.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.172042,50,5100,0.002946,1.3128473635985E-06,102,0,1,0.001842,1.30985665306122E-06,0.002388428571429,0.00166,0.007432,0
94.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.377987,50,5100,0.004717,0.000324528458306,102,0,1,0.002109,0.000317612311165,0.005534346938776,0.001627,0.128442,1
60.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.195848,50,5100,0.003361,1.80507931611828E-06,102,0,1,0.001864,8.242773156E-07,0.00226438,0.001642,0.005438,0
88.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.161796,50,5100,0.002944,7.6431338608913E-07,102,0,1,0.0018355,7.792354576E-07,0.00218868,0.001668,0.005165,0
10.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.176718,50,5100,0.003033,1.53439424989588E-06,102,0,1,0.001862,1.32307897959184E-06,0.002423,0.001608,0.006247,0
81.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.165891,50,5100,0.002962,1.09329502457309E-06,102,0,1,0.001833,1.05877244897959E-06,0.002233857142857,0.001619,0.006535,0
29.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.175318,49,4998,0.0030165,2.00575187326389E-06,102,0,1,0.0018535,2.03995125651042E-06,0.0025096875,0.001647,0.007651,0
94.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.391842,50,5100,0.005821,7.14546963373595E-05,102,0,1,0.004467,6.29636359776E-05,0.00606832,0.001775,0.056685,1
93.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.434634,50,5100,0.007047,3.26260076259892E-05,102,0,1,0.0056135,3.206482801E-05,0.0076011,0.00185,0.026472,1
90.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.190924,50,5100,0.00319,3.68220526197418E-06,102,0,1,0.0017735,3.6286535124E-06,0.00260274,0.001681,0.013402,0
95.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.485986,50,5100,0.005129,0.000223858883136,102,0,1,0.003073,0.00021718298244,0.007562734693878,0.00172,0.077719,1
21.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.011171,4,408,0.003252,6.78572222222222E-07,102,0,1,0.002073,6.99684222222222E-07,0.002547333333333,0.001846,0.003723,0
81.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.188705,50,5100,0.003054,2.1091628421491E-06,102,0,1,0.00185,1.98270195835069E-06,0.002695204081633,0.001762,0.008298,0
37.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.191309,50,5100,0.00324,1.66861019491878E-06,102,0,1,0.001844,1.72939804581424E-06,0.002572510204082,0.001609,0.008108,0
5.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.206817,46,4692,0.003974,2.86219299555556E-06,102,0,1,0.002063,1.06520931061728E-06,0.002617422222222,0.001746,0.005488,0
65.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.164696,50,5100,0.002975,8.62246E-07,102,0,1,0.001819,6.30266943773428E-07,0.002243489795918,0.001655,0.005392,0
42.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.162127,50,5100,0.002969,1.37812085714286E-06,102,0,1,0.001826,1.3276597136E-06,0.00217108,0.001419,0.009237,0
45.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.1726,50,5100,0.002952,1.23350869637651E-06,102,0,1,0.00185,1.1503509044E-06,0.00237666,0.001736,0.005814,0
68.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.170913,50,5100,0.002965,1.9240448363182E-06,102,0,1,0.0018425,1.9097166836E-06,0.00235542,0.001713,0.008812,0
70.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.179327,50,5100,0.002973,4.01876235818409E-06,102,0,1,0.001844,3.97271243565181E-06,0.002503183673469,0.001749,0.013652,0
39.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.138142,40,4020,0.003018,2.21795239973702E-06,102,87.75,1,0.0018375,2.10249804155125E-06,0.002419105263158,0.00174,0.009198,0
8.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.164616,50,5100,0.003018,8.13854862140775E-07,102,0,1,0.001848,9.450984356E-07,0.00227362,0.00171,0.006949,0
91.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.334711,50,5100,0.005876,1.7855794544773E-05,102,0,1,0.003975,1.77962249795918E-05,0.005125714285714,0.001845,0.022171,1
59.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.065861,20,2040,0.002968,8.87291074792244E-07,102,0,1,0.001828,8.89544038781163E-07,0.002321473684211,0.001727,0.005215,0
77.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.223891,50,5100,0.003269,7.61693718284048E-06,102,0,1,0.001861,5.4928953684E-06,0.00290054,0.001678,0.015424,0
28.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.168026,50,5100,0.002985,9.94781234485631E-07,102,0,1,0.00185,1.00269617159517E-06,0.002326693877551,0.001622,0.005865,0
93.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.372901,50,5100,0.004903,0.000115001273929,102,0,1,0.002171,0.000113636688612,0.005486714285714,0.00176,0.074784,1
18.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.170545,50,5100,0.003045,8.22959433569346E-07,102,0,1,0.001851,8.941362436E-07,0.00236242,0.001718,0.005395,0
48.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.063711,18,1836,0.003204,1.78809879584775E-06,102,0,1,0.001873,1.46411801384083E-06,0.002523470588235,0.00174,0.006277,0
58.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.104821,27,2754,0.0035875,1.30991116715976E-06,102,0,1,0.001885,1.1640681908284E-06,0.002413961538462,0.001753,0.006401,0
67.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.176237,50,5100,0.003013,1.39523168929613E-06,102,0,1,0.0018545,1.3591419424E-06,0.00245276,0.00144,0.005907,0
3.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.013131,5,510,0.0029345,4.692141875E-07,102,0,1,0.001849,3.4637864E-07,0.0021096,0.001726,0.003278,0
32.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.206132,50,5100,0.003588,2.66530327613494E-06,102,0,1,0.001903,2.18495204E-06,0.0026826,0.001644,0.008539,0
37.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.174579,50,5100,0.002978,1.37649038150771E-06,102,0,1,0.001852,1.2547524423157E-06,0.002453081632653,0.001604,0.0068,0
89.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.208867,50,5100,0.00356,2.18477542523948E-06,102,0,1,0.0019015,1.2060652384E-06,0.00241796,0.001713,0.006334,0
81.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.092924,22,2244,0.003094,7.851423569161E-06,102,0,1,0.001957,7.83402475283447E-06,0.003316095238095,0.001627,0.014173,0
49.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.24475,50,5100,0.004658,2.5890951936693E-06,102,0,1,0.001951,1.3386588816E-06,0.00243728,0.001505,0.006866,0
67.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.169781,50,5100,0.003008,8.8250493211162E-07,102,0,1,0.001839,8.2038769E-07,0.0023053,0.001668,0.005393,0
56.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.168931,50,5100,0.003004,8.86605346938776E-07,102,0,1,0.0018435,8.137275636E-07,0.00229242,0.001607,0.005802,0
59.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.030056,9,918,0.0030285,1.724885E-06,102,0,1,0.001855,1.714817859375E-06,0.002621125,0.001349,0.005418,0
98.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.324941,50,5100,0.004212,2.1389115757601E-05,102,0,1,0.002703,1.95922805236E-05,0.00483358,0.001705,0.023382,1
92.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.243769,50,5100,0.003817,1.00229630870471E-05,102,0,1,0.002596,9.6847607216E-06,0.00380872,0.00174,0.015164,1
53.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.176223,50,5100,0.00299,1.61928276801333E-06,102,0,1,0.001837,1.4694787636E-06,0.00240742,0.001634,0.008048,0
8.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.177903,50,5100,0.003163,1.21966752603082E-06,102,0,1,0.001868,1.21141152686381E-06,0.00243393877551,0.001755,0.006919,0
8.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.171643,50,5100,0.003014,9.21633748438151E-07,102,0,1,0.001817,8.743971536E-07,0.00236392,0.00171,0.00515,0
54.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.174624,50,5100,0.003045,1.04509259308621E-06,102,0,1,0.001863,1.02321613827572E-06,0.002415673469388,0.001655,0.006065,0
54.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.104904,31,3162,0.003165,8.1081696E-07,102,0,1,0.0020775,7.02980133333333E-07,0.002387,0.00174,0.005506,0
13.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.187552,50,5100,0.003212,1.5464345272803E-06,102,0,1,0.001862,1.2916104116E-06,0.00243522,0.001794,0.006207,0
23.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.22388,50,5100,0.004124,8.29405448563099E-07,102,0,1,0.00298,8.26697287796752E-07,0.003440346938776,0.00285,0.006934,0
32.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.173435,50,5100,0.002999,9.95878576426489E-07,102,0,1,0.001864,9.66136319866722E-07,0.002400918367347,0.001755,0.005354,0
88.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.111785,32,3264,0.002945,2.98736422476587E-06,102,0,1,0.001831,2.82051513215401E-06,0.00247935483871,0.001698,0.010617,0
92.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.040884,12,1224,0.003068,8.22752743801653E-07,102,0,1,0.001885,7.88491743055556E-07,0.002525416666667,0.001806,0.00424,1
26.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.079907,22,2244,0.00295,2.90654056235828E-06,102,0,1,0.001809,2.61223878911565E-06,0.002616857142857,0.001434,0.007601,0
29.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.180569,50,5100,0.002981,2.04244607496876E-06,102,0,1,0.0018495,0.001259697787467,0.002577574074074,-0.155589,0.164671,0
56.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.168547,50,5100,0.002956,1.00281921532695E-06,102,0,1,0.00183,1.01492987421908E-06,0.002336408163265,0.001726,0.005824,0
12.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.22798,50,5100,0.004366,2.20999463473553E-06,102,0,1,0.001954,8.615534144E-07,0.00239016,0.001781,0.00517,0
100.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.195658,50,5100,0.003024,3.42642679550187E-06,102,0,1,0.001873,3.27277479716785E-06,0.002830244897959,0.001672,0.00915,1
44.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.168935,50,5100,0.003028,1.09460532861308E-06,102,0,1,0.001855,1.10962020408163E-06,0.002288714285714,0.001749,0.00798,0
12.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.191724,50,5100,0.003125,2.71239443981674E-06,102,0,1,0.001866,2.69813046314036E-06,0.002777163265306,0.001668,0.010831,0
71.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.174571,50,5100,0.002989,1.12778013827572E-06,102,0,1,0.001915,1.0918321456E-06,0.00246788,0.001688,0.005688,0
57.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.185868,50,5100,0.003228,9.88245521032903E-07,102,0,1,0.001842,6.76796708038317E-07,0.002241163265306,0.001727,0.005322,0
50.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.24689,50,5100,0.004407,2.83238485714286E-06,102,0,1,0.001915,1.23922721E-06,0.0025555,0.001769,0.00658,0
29.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.168976,50,5100,0.002996,7.30710004997918E-07,102,0,1,0.001851,6.72124638067472E-07,0.00223812244898,0.001733,0.005079,0
87.1,78:0c:b8:8b:4d:90,50:c7:bf:51:1e:3f,0.164003,50,5100,0.002975,7.30850775510204E-07,102,0,1,0.001849,7.44408653061224E-07,0.002225571428571,0.001674,0.005643,0
